q-num, recip_rank
1,0.3333
10,0.3333
100,1.0000
11,0.1000
12,1.0000
13,0.3333
14,0.1667
15,1.0000
16,1.0000
17,0.0079
18,0.1250
19,0.0000
2,0.0044
20,0.0039
21,1.0000
22,0.0244
23,0.5000
24,0.0345
25,1.0000
26,0.2500
27,1.0000
28,1.0000
29,0.5000
3,1.0000
30,1.0000
31,0.0030
32,0.0667
33,0.5000
34,1.0000
35,1.0000
36,0.0909
37,1.0000
38,1.0000
39,1.0000
4,1.0000
40,0.0476
41,0.0625
42,0.0435
43,0.1667
44,0.0000
45,0.0833
46,1.0000
47,1.0000
48,1.0000
49,1.0000
5,1.0000
50,0.0000
51,0.0769
52,1.0000
53,1.0000
54,0.0143
55,1.0000
56,1.0000
57,0.0093
58,1.0000
59,1.0000
6,1.0000
60,1.0000
61,0.3333
62,0.0667
63,0.0227
64,1.0000
65,1.0000
66,1.0000
67,0.1250
68,0.1111
69,0.0031
7,0.5000
70,1.0000
71,1.0000
72,0.5000
73,0.3333
74,0.0400
75,0.0125
76,1.0000
77,1.0000
78,0.5000
79,0.5000
8,0.0000
80,1.0000
81,0.5000
82,0.1429
83,1.0000
84,1.0000
85,0.5000
86,1.0000
87,0.3333
88,0.0769
89,1.0000
9,0.5000
90,0.0588
91,1.0000
92,0.0400
93,1.0000
94,1.0000
95,1.0000
96,0.0164
97,1.0000
98,0.0032
99,1.0000
