q-num, recip_rank
1,0.1250
10,0.2000
100,0.0333
11,0.0032
12,1.0000
13,0.0400
14,0.1429
15,0.5000
16,0.3333
17,0.0042
18,1.0000
19,0.0000
2,1.0000
20,0.0000
21,0.2000
22,0.0012
23,0.0024
24,0.0118
25,0.1250
26,0.0130
27,1.0000
28,0.5000
29,1.0000
3,0.5000
30,0.5000
31,0.0000
32,1.0000
33,1.0000
34,0.5000
35,0.5000
36,0.0000
37,1.0000
38,1.0000
39,0.1111
4,0.5000
40,0.0103
41,1.0000
42,0.0079
43,0.0667
44,0.0000
45,0.0625
46,1.0000
47,1.0000
48,0.5000
49,0.3333
5,0.5000
50,0.0909
51,0.0179
52,0.0000
53,1.0000
54,0.3333
55,1.0000
56,1.0000
57,1.0000
58,0.2000
59,1.0000
6,0.5000
60,1.0000
61,0.5000
62,0.0476
63,0.0182
64,0.1667
66,1.0000
67,1.0000
68,0.0476
69,0.0013
7,1.0000
70,1.0000
71,1.0000
72,0.0526
73,0.3333
74,0.0714
75,0.0018
76,0.0013
77,1.0000
78,0.1429
79,0.5000
8,0.0256
80,0.0055
81,0.0196
82,0.0072
83,0.0263
84,1.0000
85,0.2500
86,0.5000
87,0.2500
88,0.0385
89,1.0000
9,0.0045
90,0.0769
91,1.0000
92,0.2500
93,1.0000
94,1.0000
95,1.0000
96,0.0021
97,0.0714
98,0.2000
99,1.0000
