q-num, recip_rank
1,0.1250
10,0.3333
100,1.0000
11,0.0000
12,0.5000
13,0.2000
14,0.0000
15,1.0000
16,0.3333
17,0.0000
18,0.0000
19,0.2500
2,0.5000
20,0.0000
21,0.0000
22,0.0000
23,0.0000
24,0.0000
25,1.0000
26,0.0000
27,1.0000
28,1.0000
29,0.0000
3,0.0000
30,1.0000
31,0.0000
32,1.0000
33,1.0000
34,1.0000
35,0.0000
36,0.0000
37,1.0000
38,1.0000
39,0.0000
4,0.1000
40,0.0000
41,1.0000
42,1.0000
43,0.5000
44,0.0000
45,1.0000
46,1.0000
47,1.0000
48,0.3333
49,1.0000
5,0.0000
50,0.5000
51,1.0000
52,0.0000
53,0.1111
54,0.0000
55,1.0000
56,1.0000
57,0.0000
58,0.0000
59,1.0000
6,0.0000
60,1.0000
61,0.3333
62,0.1000
63,0.0000
64,0.0000
65,0.1667
66,0.2500
67,1.0000
68,1.0000
69,0.5000
7,0.0000
70,0.0000
71,1.0000
72,1.0000
73,0.5000
74,1.0000
75,0.0000
76,0.0000
77,0.1429
78,0.0000
79,1.0000
8,1.0000
80,0.5000
81,1.0000
82,0.0000
83,1.0000
84,1.0000
85,0.5000
86,1.0000
87,0.3333
88,1.0000
89,1.0000
9,0.3333
90,0.0000
91,1.0000
92,1.0000
93,0.5000
94,0.3333
95,1.0000
96,0.0000
97,1.0000
98,0.0000
99,1.0000
