q-num, recip_rank
1,0.0023
10,0.5000
100,1.0000
11,0.0164
12,0.1429
13,0.0526
14,0.0000
15,1.0000
16,0.1250
17,0.0435
18,0.2500
19,0.5000
2,1.0000
20,0.0909
21,1.0000
22,0.0027
23,0.3333
24,0.0021
25,0.5000
26,1.0000
27,1.0000
28,1.0000
29,1.0000
3,0.5000
30,1.0000
31,0.2500
32,1.0000
33,0.0141
34,1.0000
35,0.5000
36,0.0286
37,0.3333
38,1.0000
39,1.0000
4,1.0000
40,0.0013
41,1.0000
42,1.0000
43,0.5000
44,0.0000
45,1.0000
46,1.0000
47,0.0333
48,1.0000
49,0.0625
5,0.0256
50,0.1667
51,0.0091
52,0.1429
53,0.0061
54,0.0020
55,1.0000
56,1.0000
57,1.0000
58,0.0000
59,1.0000
6,0.0053
60,1.0000
61,1.0000
62,1.0000
63,0.0476
64,0.3333
65,0.1111
66,0.5000
67,1.0000
68,1.0000
69,1.0000
7,0.3333
70,1.0000
71,1.0000
72,1.0000
73,0.0016
74,1.0000
75,0.0222
76,0.0101
77,1.0000
78,0.0667
79,1.0000
8,0.1667
80,1.0000
81,0.1429
82,0.0030
83,1.0000
84,1.0000
85,0.5000
86,1.0000
87,0.0045
88,1.0000
89,1.0000
9,1.0000
90,1.0000
91,1.0000
92,1.0000
93,0.5000
94,1.0000
95,1.0000
96,1.0000
97,1.0000
98,0.0000
99,1.0000
