q-num, P_1, P_5, map
1,0.0000,0.4000,0.0625
10,0.0000,0.2000,0.0833
100,1.0000,0.4000,0.6667
11,0.0000,0.0000,0.0000
12,1.0000,0.4000,0.2222
13,0.0000,0.2000,0.0667
14,0.0000,0.2000,0.5000
15,1.0000,0.4000,0.4667
16,1.0000,0.4000,0.4167
17,0.0000,0.2000,0.0625
18,0.0000,0.0000,0.0000
19,0.0000,0.0000,0.0000
2,0.0000,0.0000,0.0000
20,0.0000,0.0000,0.0000
21,1.0000,0.4000,0.1556
22,0.0000,0.2000,0.0833
23,1.0000,0.8000,0.2923
24,0.0000,0.0000,0.0000
25,0.0000,0.6000,0.1474
26,0.0000,0.2000,0.1250
27,1.0000,0.4000,0.4000
28,1.0000,0.6000,0.4583
29,1.0000,0.6000,0.7500
3,0.0000,0.8000,0.1940
30,0.0000,0.4000,0.1250
31,0.0000,0.0000,0.0000
32,1.0000,1.0000,0.2632
33,0.0000,0.6000,0.4792
34,1.0000,0.8000,0.9500
35,1.0000,0.8000,0.1520
36,0.0000,0.6000,0.0754
37,1.0000,0.4000,0.4167
38,1.0000,0.8000,0.4750
39,0.0000,0.2000,0.1667
4,1.0000,0.8000,0.1810
40,0.0000,0.0000,0.0000
41,1.0000,1.0000,0.3333
42,0.0000,0.2000,0.0303
43,0.0000,0.0000,0.0000
44,0.0000,0.0000,0.0000
45,0.0000,0.4000,0.0241
46,1.0000,1.0000,0.4167
47,1.0000,0.4000,1.0000
48,1.0000,0.2000,0.2500
49,1.0000,0.4000,0.2222
5,0.0000,0.6000,0.3194
50,0.0000,0.0000,0.0000
51,0.0000,0.0000,0.0000
52,1.0000,0.2000,0.0833
53,1.0000,0.4000,0.2000
54,0.0000,0.0000,0.0000
55,1.0000,0.8000,0.5917
56,1.0000,0.2000,0.2000
57,0.0000,0.2000,0.0333
58,1.0000,0.4000,0.2000
59,1.0000,1.0000,0.3846
6,1.0000,0.2000,0.5000
60,1.0000,0.6000,0.2364
61,0.0000,0.6000,0.2667
62,0.0000,0.4000,0.1000
63,0.0000,0.0000,0.0000
64,1.0000,0.2000,0.3333
65,1.0000,0.2000,0.5000
66,1.0000,0.6000,0.7500
67,1.0000,0.6000,0.5000
68,1.0000,0.2000,0.2500
69,0.0000,0.0000,0.0000
7,0.0000,0.6000,0.3583
70,1.0000,0.4000,0.2500
71,1.0000,0.8000,0.4750
72,1.0000,0.2000,0.0526
73,1.0000,0.6000,0.3021
74,0.0000,0.0000,0.0000
75,0.0000,0.0000,0.0000
76,1.0000,0.6000,0.2685
77,1.0000,0.6000,0.1857
78,0.0000,0.2000,0.0192
79,0.0000,0.6000,0.2389
8,0.0000,0.0000,0.0000
80,1.0000,0.6000,0.2143
81,0.0000,0.2000,0.1000
82,0.0000,0.2000,0.1250
83,1.0000,0.6000,0.1050
84,1.0000,0.4000,0.2381
85,0.0000,0.4000,0.1667
86,1.0000,1.0000,0.6250
87,0.0000,0.4000,0.0429
88,1.0000,0.2000,0.1000
89,1.0000,0.8000,0.6667
9,1.0000,0.8000,0.2714
90,0.0000,0.6000,0.1455
91,1.0000,0.8000,0.1543
92,0.0000,0.0000,0.0000
93,1.0000,0.6000,0.2333
94,1.0000,0.8000,0.2111
95,1.0000,0.6000,1.0000
96,0.0000,0.0000,0.0000
97,1.0000,0.4000,0.6667
98,1.0000,0.2000,0.2000
99,1.0000,0.4000,0.7500
