q-num, P_1, P_5, map
1,0.0000,0.4000,0.0521
10,0.0000,0.2000,0.0500
100,1.0000,0.4000,0.6667
11,1.0000,0.4000,0.3333
12,1.0000,0.4000,0.1667
13,0.0000,0.2000,0.0833
14,0.0000,0.0000,0.0000
15,1.0000,0.2000,0.3333
16,1.0000,0.6000,0.6042
17,0.0000,0.0000,0.0000
18,0.0000,0.2000,0.1000
19,0.0000,0.0000,0.0000
2,0.0000,0.0000,0.0000
20,0.0000,0.0000,0.0000
21,1.0000,0.4000,0.1556
22,0.0000,0.2000,0.0833
23,1.0000,0.8000,0.2923
24,0.0000,0.0000,0.0000
25,0.0000,0.6000,0.1474
26,0.0000,0.4000,0.3250
27,1.0000,0.4000,0.4000
28,1.0000,0.6000,0.4583
29,1.0000,0.6000,0.7500
3,0.0000,0.8000,0.1940
30,1.0000,0.4000,0.2083
31,0.0000,0.0000,0.0000
32,0.0000,0.4000,0.0526
33,0.0000,0.6000,0.4792
34,1.0000,0.8000,0.9500
35,1.0000,0.8000,0.1420
36,0.0000,0.0000,0.0000
37,1.0000,0.4000,0.3750
38,1.0000,0.8000,0.4750
39,0.0000,0.0000,0.0000
4,1.0000,0.6000,0.1429
40,0.0000,0.0000,0.0000
41,1.0000,0.8000,0.2667
42,0.0000,0.0000,0.0000
43,0.0000,0.2000,0.0556
44,0.0000,0.0000,0.0000
45,0.0000,0.2000,0.0093
46,1.0000,1.0000,0.4167
47,1.0000,0.4000,1.0000
48,1.0000,0.2000,0.2500
49,1.0000,0.4000,0.2222
5,1.0000,0.6000,0.4028
50,0.0000,0.0000,0.0000
51,0.0000,0.0000,0.0000
52,1.0000,0.2000,0.0833
53,1.0000,0.4000,0.2000
54,0.0000,0.0000,0.0000
55,1.0000,0.8000,0.5917
56,1.0000,0.2000,0.2000
57,0.0000,0.0000,0.0000
58,1.0000,0.4000,0.2000
59,1.0000,0.8000,0.3077
6,1.0000,0.2000,0.5000
60,1.0000,0.6000,0.2364
61,0.0000,0.2000,0.0556
62,0.0000,0.2000,0.0556
63,0.0000,0.0000,0.0000
64,1.0000,0.2000,0.3333
65,1.0000,0.2000,0.5000
66,1.0000,0.6000,0.7500
67,1.0000,0.6000,0.4583
68,1.0000,0.2000,0.2500
69,0.0000,0.0000,0.0000
7,0.0000,0.2000,0.0500
70,1.0000,0.4000,0.2500
71,1.0000,0.8000,0.5000
72,1.0000,0.4000,0.0737
73,0.0000,0.0000,0.0000
74,0.0000,0.0000,0.0000
75,0.0000,0.0000,0.0000
76,0.0000,0.4000,0.1296
77,1.0000,0.6000,0.1500
78,0.0000,0.6000,0.1231
79,0.0000,0.6000,0.2944
8,0.0000,0.0000,0.0000
80,1.0000,0.6000,0.2143
81,0.0000,0.2000,0.1000
82,0.0000,0.2000,0.0625
83,1.0000,0.4000,0.0750
84,1.0000,0.2000,0.1429
85,0.0000,0.4000,0.1667
86,1.0000,1.0000,0.6250
87,0.0000,0.2000,0.0095
88,0.0000,0.2000,0.0500
89,1.0000,0.8000,0.6667
9,1.0000,0.8000,0.2714
90,0.0000,0.0000,0.0000
91,1.0000,0.6000,0.1304
92,0.0000,0.0000,0.0000
93,1.0000,0.6000,0.2519
94,1.0000,0.6000,0.1667
95,1.0000,0.6000,1.0000
96,0.0000,0.0000,0.0000
97,1.0000,0.4000,0.6667
98,0.0000,0.0000,0.0000
99,1.0000,0.4000,0.7500
