q-num, P_1, P_5, map
1,1.0000,0.4000,0.1250
10,0.0000,0.2000,0.1250
100,1.0000,0.4000,0.6667
11,0.0000,0.0000,0.0000
12,0.0000,0.0000,0.0000
13,0.0000,0.0000,0.0000
14,0.0000,0.0000,0.0000
15,0.0000,0.0000,0.0000
16,1.0000,0.4000,0.4167
17,0.0000,0.0000,0.0000
18,1.0000,0.2000,0.2000
19,0.0000,0.0000,0.0000
2,1.0000,0.6000,0.2685
20,0.0000,0.6000,0.4792
21,1.0000,0.6000,0.3056
22,0.0000,0.0000,0.0000
23,1.0000,0.8000,0.2474
24,0.0000,0.0000,0.0000
25,1.0000,0.6000,0.1859
26,1.0000,0.2000,0.5000
27,1.0000,0.8000,0.8000
28,1.0000,0.6000,0.4583
29,1.0000,0.2000,0.2500
3,1.0000,0.8000,0.2857
30,1.0000,0.2000,0.1250
31,1.0000,0.4000,0.5000
32,1.0000,1.0000,0.2632
33,1.0000,0.6000,0.6500
34,1.0000,0.8000,0.9500
35,1.0000,0.8000,0.1420
36,1.0000,0.6000,0.1447
37,1.0000,0.2000,0.2500
38,1.0000,1.0000,0.6250
39,0.0000,0.2000,0.1667
4,1.0000,0.8000,0.1532
40,0.0000,0.4000,0.0643
41,1.0000,0.6000,0.2000
42,1.0000,0.8000,0.3636
43,0.0000,0.0000,0.0000
44,0.0000,0.2000,0.1667
45,1.0000,0.4000,0.0617
46,1.0000,1.0000,0.4167
47,1.0000,0.4000,1.0000
48,1.0000,0.2000,0.2500
49,1.0000,0.6000,0.3056
5,0.0000,0.0000,0.0000
50,0.0000,0.4000,0.1467
51,1.0000,0.8000,0.4000
52,1.0000,0.8000,0.3167
53,0.0000,0.2000,0.0500
54,0.0000,0.2000,0.0833
55,1.0000,0.8000,0.6667
56,1.0000,0.6000,0.4533
57,0.0000,0.4000,0.0667
58,1.0000,0.4000,0.1667
59,1.0000,0.4000,0.1282
6,1.0000,0.2000,0.5000
60,1.0000,0.8000,0.3636
61,1.0000,0.6000,0.4028
62,1.0000,0.6000,0.3333
63,1.0000,0.8000,0.2536
64,1.0000,0.2000,0.3333
65,1.0000,0.2000,0.5000
66,1.0000,0.2000,0.2500
67,1.0000,0.6000,0.4583
68,1.0000,0.4000,0.5000
69,0.0000,0.2000,0.0333
7,0.0000,0.2000,0.0500
70,0.0000,0.4000,0.1042
71,1.0000,0.6000,0.3750
72,1.0000,0.8000,0.2105
73,1.0000,0.8000,0.4437
74,1.0000,0.8000,0.4000
75,0.0000,0.0000,0.0000
76,0.0000,0.0000,0.0000
77,1.0000,1.0000,0.3571
78,1.0000,0.8000,0.2474
79,1.0000,0.6000,0.5000
8,0.0000,0.2000,0.0625
80,0.0000,0.2000,0.0179
81,0.0000,0.0000,0.0000
82,0.0000,0.0000,0.0000
83,1.0000,1.0000,0.2500
84,1.0000,0.4000,0.2381
85,1.0000,0.8000,0.5071
86,0.0000,0.0000,0.0000
87,1.0000,0.8000,0.1905
88,1.0000,0.6000,0.2417
89,1.0000,0.8000,0.6667
9,1.0000,1.0000,0.3571
90,1.0000,0.6000,0.2500
91,1.0000,0.8000,0.1739
92,1.0000,0.2000,0.3333
93,1.0000,0.2000,0.1111
94,1.0000,1.0000,0.2778
95,1.0000,0.6000,0.9167
96,1.0000,0.8000,0.2500
97,1.0000,0.4000,0.5556
98,0.0000,0.2000,0.0400
99,1.0000,0.4000,0.8333
