q-num, P_1, P_5, map
1,0.0000,0.0000,0.0000
10,1.0000,0.4000,0.5000
100,1.0000,0.2000,0.3333
11,0.0000,0.0000,0.0000
12,1.0000,0.4000,0.2222
13,0.0000,0.0000,0.0000
14,0.0000,0.0000,0.0000
15,1.0000,0.6000,0.9167
16,0.0000,0.4000,0.2500
17,0.0000,0.0000,0.0000
18,1.0000,0.4000,0.3000
19,0.0000,0.2000,0.2500
2,1.0000,0.8000,0.4444
20,0.0000,0.0000,0.0000
21,0.0000,0.4000,0.1296
22,0.0000,0.0000,0.0000
23,0.0000,0.8000,0.2090
24,0.0000,0.0000,0.0000
25,1.0000,0.8000,0.2731
26,1.0000,0.4000,1.0000
27,1.0000,0.8000,0.8000
28,1.0000,0.6000,0.4583
29,0.0000,0.2000,0.0625
3,1.0000,0.8000,0.2536
30,1.0000,0.2000,0.1250
31,1.0000,0.2000,0.3333
32,1.0000,0.6000,0.1447
33,0.0000,0.6000,0.4792
34,1.0000,0.8000,0.9500
35,0.0000,0.2000,0.0200
36,0.0000,0.0000,0.0000
37,1.0000,0.6000,0.7500
38,1.0000,1.0000,0.6250
39,1.0000,0.2000,0.5000
4,1.0000,1.0000,0.2381
40,0.0000,0.0000,0.0000
41,1.0000,0.6000,0.1733
42,1.0000,1.0000,0.4545
43,0.0000,0.6000,0.2667
44,0.0000,0.0000,0.0000
45,1.0000,0.6000,0.0963
46,1.0000,1.0000,0.4167
47,1.0000,0.4000,1.0000
48,1.0000,0.2000,0.2500
49,0.0000,0.2000,0.0370
5,0.0000,0.0000,0.0000
50,0.0000,0.0000,0.0000
51,0.0000,0.6000,0.1917
52,1.0000,0.6000,0.2292
53,0.0000,0.2000,0.0500
54,0.0000,0.2000,0.0417
55,1.0000,0.8000,0.6333
56,1.0000,0.8000,0.8000
57,0.0000,0.2000,0.0222
58,0.0000,0.0000,0.0000
59,1.0000,0.8000,0.2731
6,0.0000,0.0000,0.0000
60,1.0000,0.4000,0.1273
61,0.0000,0.0000,0.0000
62,0.0000,0.2000,0.0278
63,0.0000,0.0000,0.0000
64,1.0000,0.2000,0.3333
65,1.0000,0.2000,0.5000
66,1.0000,0.6000,0.6875
67,1.0000,0.6000,0.5000
68,1.0000,0.4000,0.5000
69,0.0000,0.2000,0.0200
7,1.0000,0.6000,0.6042
70,1.0000,0.4000,0.2500
71,1.0000,0.8000,0.4437
72,1.0000,1.0000,0.2632
73,0.0000,0.0000,0.0000
74,1.0000,0.8000,0.3217
75,0.0000,0.0000,0.0000
76,0.0000,0.0000,0.0000
77,0.0000,0.4000,0.0714
78,0.0000,0.2000,0.0385
79,1.0000,0.8000,0.6667
8,0.0000,0.0000,0.0000
80,1.0000,0.6000,0.2143
81,1.0000,0.2000,0.2000
82,0.0000,0.0000,0.0000
83,1.0000,0.2000,0.0500
84,1.0000,0.4000,0.2381
85,0.0000,0.6000,0.2738
86,1.0000,1.0000,0.6250
87,1.0000,0.4000,0.0952
88,1.0000,0.4000,0.2000
89,1.0000,0.8000,0.6667
9,1.0000,0.6000,0.1726
90,0.0000,0.2000,0.0303
91,1.0000,0.8000,0.1399
92,1.0000,0.2000,0.3333
93,1.0000,0.6000,0.2333
94,1.0000,0.8000,0.2222
95,1.0000,0.6000,1.0000
96,1.0000,0.8000,0.2010
97,1.0000,0.4000,0.6667
98,0.0000,0.0000,0.0000
99,1.0000,0.4000,1.0000
