q-num, recip_rank
1,1.0000
11,0.0000
17,0.0000
18,1.0000
19,0.0000
2,1.0000
23,0.3333
29,1.0000
3,0.5000
30,0.1250
31,1.0000
33,1.0000
35,1.0000
36,1.0000
37,1.0000
40,1.0000
42,1.0000
43,1.0000
45,1.0000
46,1.0000
47,1.0000
48,1.0000
5,0.1667
51,1.0000
53,1.0000
54,1.0000
56,1.0000
57,0.5000
60,1.0000
61,1.0000
62,1.0000
66,1.0000
67,0.3333
69,0.5000
7,0.3333
71,1.0000
75,1.0000
76,0.2000
77,1.0000
84,1.0000
85,1.0000
87,1.0000
88,1.0000
89,1.0000
9,1.0000
91,1.0000
93,0.5000
94,1.0000
95,1.0000
97,1.0000
99,1.0000
