q-num, recip_rank
1,0.3333
10,0.2000
100,1.0000
11,1.0000
12,1.0000
13,0.2500
14,0.1250
15,1.0000
16,1.0000
17,0.0286
18,0.5000
19,0.0000
2,0.0103
20,0.0244
21,1.0000
22,0.2500
23,1.0000
24,0.0417
25,0.5000
26,0.2500
27,1.0000
28,1.0000
29,1.0000
3,0.5000
30,1.0000
31,0.0020
32,0.5000
33,0.5000
34,1.0000
35,1.0000
36,0.1000
37,1.0000
38,1.0000
39,0.1667
4,1.0000
40,0.0278
41,1.0000
42,0.0185
43,0.3333
44,0.0000
45,0.2500
46,1.0000
47,1.0000
48,1.0000
49,1.0000
5,1.0000
50,0.0130
51,0.0769
52,1.0000
53,1.0000
54,0.0097
55,1.0000
56,1.0000
57,0.0093
58,1.0000
59,1.0000
6,1.0000
60,1.0000
61,0.3333
62,0.5000
63,0.0227
64,1.0000
65,1.0000
66,1.0000
67,1.0000
68,1.0000
69,0.0024
7,0.2000
70,1.0000
71,1.0000
72,1.0000
73,0.1429
74,0.0357
75,0.0213
76,0.5000
77,1.0000
78,0.5000
79,0.5000
8,0.0021
80,1.0000
81,0.5000
82,0.2500
83,1.0000
84,1.0000
85,0.5000
86,1.0000
87,0.2000
88,0.5000
89,1.0000
9,1.0000
90,0.0588
91,1.0000
92,0.0400
93,1.0000
94,1.0000
95,1.0000
96,0.0164
97,1.0000
98,0.0106
99,1.0000
