q-num, recip_rank
1,0.0071
10,0.0200
100,0.0044
11,0.0417
12,0.0227
13,0.0000
14,0.0013
15,1.0000
16,0.0000
17,0.0012
18,1.0000
19,0.0000
2,0.0000
20,0.0000
21,0.0233
22,0.0000
23,0.0213
24,0.0069
25,0.0156
26,0.0110
27,0.0060
28,1.0000
29,0.2000
3,0.5000
30,0.2000
31,0.0014
32,0.0031
33,0.0000
34,1.0000
35,0.0385
36,0.5000
37,0.0116
38,0.0116
39,0.1111
4,1.0000
40,0.0029
41,0.1111
42,0.0000
43,0.0667
44,0.0000
45,0.0078
46,0.0022
47,0.0000
48,0.0000
49,0.0714
5,0.0000
50,0.0000
51,0.0179
52,0.0000
53,0.0000
54,0.0000
55,0.1000
56,1.0000
57,1.0000
58,0.0000
59,0.1429
6,0.5000
60,0.0714
61,0.0769
62,1.0000
63,0.0182
64,0.0213
66,0.0095
67,0.0000
68,0.0057
69,0.0019
7,0.3333
70,1.0000
71,0.0013
72,0.0213
73,0.0000
74,0.0625
75,0.0000
76,0.0000
77,0.0016
78,0.0036
79,1.0000
8,0.0357
80,0.0833
81,0.0037
82,0.0074
83,1.0000
84,1.0000
85,0.0175
86,0.5000
87,0.0016
89,1.0000
9,0.3333
90,0.0769
91,1.0000
92,0.2500
93,1.0000
94,0.0016
95,1.0000
96,0.0000
97,0.0714
98,0.0000
99,0.0019
