q-num, P_1, P_5, map
1,1.0000,0.8000,0.2219
11,0.0000,0.0000,0.0000
17,0.0000,0.0000,0.0000
18,1.0000,0.2000,0.2000
19,0.0000,0.0000,0.0000
2,1.0000,0.6000,0.2889
23,0.0000,0.2000,0.0256
29,1.0000,0.4000,0.5000
3,0.0000,0.8000,0.1940
30,0.0000,0.0000,0.0000
31,1.0000,0.4000,0.6667
33,1.0000,0.6000,0.6875
35,1.0000,1.0000,0.2000
36,1.0000,1.0000,0.2632
37,1.0000,0.4000,0.4167
40,1.0000,0.6000,0.2143
42,1.0000,0.4000,0.1515
43,1.0000,0.6000,0.4583
45,1.0000,0.8000,0.1315
46,1.0000,1.0000,0.4167
47,1.0000,0.4000,1.0000
48,1.0000,0.2000,0.2500
5,0.0000,0.0000,0.0000
51,1.0000,0.8000,0.3550
53,1.0000,0.6000,0.2750
54,1.0000,0.4000,0.3333
56,1.0000,0.6000,0.6000
57,0.0000,0.8000,0.1811
60,1.0000,0.8000,0.3636
61,1.0000,0.2000,0.1667
62,1.0000,0.6000,0.3056
66,1.0000,0.6000,0.6042
67,0.0000,0.2000,0.0556
69,0.0000,0.2000,0.0500
7,0.0000,0.2000,0.0833
71,1.0000,0.4000,0.2083
75,1.0000,0.2000,0.3333
76,0.0000,0.2000,0.0222
77,1.0000,0.8000,0.2714
84,1.0000,0.4000,0.2857
85,1.0000,0.8000,0.5071
87,1.0000,0.6000,0.1429
88,1.0000,0.4000,0.1400
89,1.0000,0.8000,0.6667
9,1.0000,1.0000,0.3571
91,1.0000,1.0000,0.2174
93,0.0000,0.4000,0.1111
94,1.0000,0.8000,0.2222
95,1.0000,0.6000,1.0000
97,1.0000,0.4000,0.6667
99,1.0000,0.4000,0.8333
