q-num, P_1, P_5, map
10,0.0000,0.2000,0.1250
11,0.0000,0.0000,0.0000
12,0.0000,0.0000,0.0000
13,0.0000,0.0000,0.0000
14,0.0000,0.0000,0.0000
15,1.0000,0.6000,1.0000
17,0.0000,0.0000,0.0000
18,0.0000,0.0000,0.0000
19,0.0000,0.2000,0.2500
2,1.0000,0.2000,0.1111
20,0.0000,0.0000,0.0000
21,0.0000,0.0000,0.0000
22,0.0000,0.0000,0.0000
23,0.0000,0.0000,0.0000
24,0.0000,0.0000,0.0000
25,1.0000,0.8000,0.3077
26,0.0000,0.0000,0.0000
27,0.0000,0.0000,0.0000
28,0.0000,0.0000,0.0000
29,0.0000,0.0000,0.0000
3,0.0000,0.0000,0.0000
30,1.0000,0.2000,0.1250
31,0.0000,0.0000,0.0000
32,0.0000,0.4000,0.0526
33,0.0000,0.0000,0.0000
34,1.0000,0.6000,0.7500
36,0.0000,0.0000,0.0000
37,0.0000,0.0000,0.0000
38,1.0000,0.6000,0.3750
39,1.0000,0.2000,0.5000
40,0.0000,0.0000,0.0000
41,0.0000,0.0000,0.0000
42,0.0000,0.0000,0.0000
43,0.0000,0.0000,0.0000
45,0.0000,0.0000,0.0000
46,1.0000,0.6000,0.2500
47,1.0000,0.4000,1.0000
48,1.0000,0.2000,0.2500
49,0.0000,0.0000,0.0000
5,0.0000,0.0000,0.0000
50,1.0000,0.2000,0.2000
51,0.0000,0.0000,0.0000
52,0.0000,0.0000,0.0000
53,0.0000,0.0000,0.0000
54,0.0000,0.0000,0.0000
55,1.0000,0.6000,0.5000
56,1.0000,0.4000,0.3333
57,0.0000,0.0000,0.0000
58,0.0000,0.0000,0.0000
59,0.0000,0.0000,0.0000
6,0.0000,0.0000,0.0000
60,0.0000,0.2000,0.0182
61,1.0000,0.2000,0.1667
62,0.0000,0.0000,0.0000
63,0.0000,0.0000,0.0000
64,0.0000,0.0000,0.0000
66,0.0000,0.0000,0.0000
67,1.0000,0.4000,0.3333
68,1.0000,0.4000,0.5000
7,0.0000,0.0000,0.0000
71,0.0000,0.0000,0.0000
72,0.0000,0.0000,0.0000
73,0.0000,0.0000,0.0000
74,0.0000,0.0000,0.0000
75,0.0000,0.0000,0.0000
76,0.0000,0.0000,0.0000
77,0.0000,0.0000,0.0000
78,0.0000,0.0000,0.0000
79,1.0000,0.6000,0.5000
8,0.0000,0.4000,0.2083
80,0.0000,0.0000,0.0000
81,0.0000,0.2000,0.0667
82,0.0000,0.0000,0.0000
83,0.0000,0.0000,0.0000
84,0.0000,0.0000,0.0000
85,0.0000,0.2000,0.0357
86,0.0000,0.0000,0.0000
87,0.0000,0.2000,0.0238
9,0.0000,0.0000,0.0000
90,0.0000,0.2000,0.0303
91,1.0000,0.4000,0.0870
92,0.0000,0.2000,0.1667
93,1.0000,0.4000,0.1667
94,1.0000,0.4000,0.1111
95,1.0000,0.6000,0.8056
96,1.0000,0.4000,0.1250
97,0.0000,0.0000,0.0000
98,0.0000,0.0000,0.0000
99,1.0000,0.2000,0.5000
