q-num, recip_rank
1,0.0143
10,1.0000
100,1.0000
11,0.0156
12,1.0000
13,0.0714
14,0.1111
15,1.0000
16,0.5000
17,0.0769
18,1.0000
19,0.5000
2,1.0000
20,0.1667
21,0.5000
22,0.0122
23,0.5000
24,0.0323
25,1.0000
26,1.0000
27,1.0000
28,1.0000
29,0.2500
3,1.0000
30,1.0000
31,1.0000
32,1.0000
33,0.5000
34,1.0000
35,0.5000
36,0.0270
37,1.0000
38,1.0000
39,1.0000
4,1.0000
40,0.0026
41,1.0000
42,1.0000
43,0.5000
44,0.0000
45,1.0000
46,1.0000
47,1.0000
48,1.0000
49,0.3333
5,0.0476
50,0.0588
51,0.5000
52,1.0000
53,0.5000
54,0.2500
55,1.0000
56,1.0000
57,0.3333
58,0.0090
59,1.0000
6,0.0370
60,0.5000
61,0.1250
62,0.2500
63,0.0588
64,1.0000
65,1.0000
66,1.0000
67,1.0000
68,1.0000
69,0.2000
7,1.0000
70,1.0000
71,1.0000
72,1.0000
73,0.0026
74,1.0000
75,0.0172
76,0.0385
77,0.5000
78,0.5000
79,1.0000
8,0.1667
80,1.0000
81,1.0000
82,0.0040
83,1.0000
84,1.0000
85,0.5000
86,1.0000
87,1.0000
88,1.0000
89,1.0000
9,1.0000
90,0.3333
91,1.0000
92,1.0000
93,0.5000
94,1.0000
95,1.0000
96,1.0000
97,1.0000
98,0.1667
99,1.0000
