q-num, recip_rank
1,0.0012
10,0.0200
100,0.1667
11,0.0417
12,0.0050
13,0.0061
14,0.0000
15,0.0023
16,0.0213
17,1.0000
18,0.0417
19,0.0167
2,1.0000
20,0.0625
21,0.1667
22,0.0012
23,0.5000
24,0.0000
25,1.0000
26,1.0000
27,0.0037
28,0.0013
29,0.2000
3,0.5000
30,0.2000
31,0.0026
32,0.0010
33,0.0000
34,0.0099
35,0.0000
36,0.0000
37,1.0000
38,1.0000
39,0.1111
4,1.0000
40,0.0000
41,0.5000
42,0.0000
43,0.1111
44,0.0026
45,0.0027
46,0.0024
47,0.0000
48,1.0000
49,0.0147
5,0.0000
50,0.0833
51,0.0081
52,0.0000
53,0.0118
54,0.0024
55,0.1000
56,0.1000
57,0.0000
58,0.0000
59,0.1429
6,0.0000
60,0.0208
61,0.0435
62,0.0278
63,1.0000
64,0.0141
65,0.0042
66,0.0370
67,0.0057
68,0.0057
69,0.0070
7,0.0000
70,1.0000
71,0.0172
72,0.0172
73,0.0000
74,0.1000
75,0.0112
76,0.0000
77,0.0000
78,0.0036
79,1.0000
8,0.0000
80,0.0100
81,0.0196
82,0.0000
83,1.0000
84,0.3333
85,0.0152
86,0.0556
87,0.0016
88,0.0323
89,0.0016
9,0.0000
90,0.0278
91,0.1667
92,0.2500
93,0.0909
94,0.1000
95,0.0909
96,0.0400
97,0.0323
98,0.0000
99,0.2000
