q-num, recip_rank
1,1.0000
10,0.3333
100,1.0000
11,0.2500
12,1.0000
13,0.1250
14,0.2000
15,1.0000
16,0.5000
17,0.0588
18,1.0000
19,0.0000
2,1.0000
20,0.0037
21,1.0000
22,0.0056
23,0.5000
24,0.2500
25,0.5000
26,0.1667
27,1.0000
28,1.0000
29,0.1250
3,1.0000
30,0.2500
31,0.0120
32,1.0000
33,0.5000
34,1.0000
35,1.0000
36,0.1667
37,1.0000
38,1.0000
39,1.0000
4,1.0000
40,0.0294
41,1.0000
42,1.0000
43,0.0526
44,0.0000
45,1.0000
46,1.0000
47,1.0000
48,0.5000
49,1.0000
5,0.5000
50,0.0833
51,0.0011
52,0.0038
53,1.0000
54,0.2000
55,1.0000
56,1.0000
57,0.0025
58,1.0000
59,1.0000
6,0.5000
60,1.0000
61,1.0000
62,0.0769
63,0.0000
64,1.0000
65,1.0000
66,1.0000
67,1.0000
68,0.0102
69,0.0017
7,0.0769
70,1.0000
71,1.0000
72,1.0000
73,1.0000
74,1.0000
75,0.0088
76,0.3333
77,1.0000
78,0.5000
79,1.0000
8,0.0139
80,0.5000
81,0.0323
82,0.0714
83,1.0000
84,1.0000
85,0.5000
86,1.0000
87,1.0000
88,1.0000
89,1.0000
9,0.2500
90,1.0000
91,1.0000
92,1.0000
93,1.0000
94,1.0000
95,1.0000
96,0.0500
97,1.0000
98,0.0196
99,1.0000
