q-num, recip_rank
1,0.2000
10,0.3333
100,1.0000
11,1.0000
12,0.0145
13,0.0109
14,0.0093
15,0.5000
16,0.1667
17,0.0141
18,0.0263
19,0.0000
2,0.2500
20,0.0000
21,0.5000
22,0.0417
23,0.0385
24,0.0345
25,0.0909
26,0.0078
27,1.0000
28,0.5000
29,0.0020
3,0.0714
30,0.0333
31,0.0179
32,0.1111
33,1.0000
34,1.0000
35,1.0000
36,0.0011
37,0.1429
38,1.0000
39,0.0400
4,0.5000
40,0.0172
41,1.0000
42,0.0149
43,0.0047
44,0.0000
45,0.2500
46,0.1111
47,0.0000
48,0.3333
49,1.0000
5,0.3333
50,0.5000
51,0.0000
52,0.0061
53,1.0000
54,0.0045
55,0.5000
56,1.0000
57,0.0000
58,0.1250
59,0.2500
6,0.0370
60,0.0233
61,0.1111
62,0.0526
63,0.0000
64,1.0000
65,1.0000
66,0.0588
67,0.0714
68,0.0263
69,0.0000
7,0.0000
70,1.0000
71,0.0115
72,0.0455
73,0.5000
74,0.0625
75,0.0233
76,0.2500
77,1.0000
78,0.0175
79,1.0000
8,0.0200
80,0.0435
81,0.0000
82,0.0278
83,0.5000
84,1.0000
85,0.0217
86,0.2000
87,0.2000
88,0.0400
89,1.0000
9,0.0909
90,0.2000
91,1.0000
92,1.0000
93,0.5000
94,1.0000
95,1.0000
96,0.0000
97,1.0000
98,0.0033
99,1.0000
