q-num, recip_rank
1,0.0000
10,0.1429
100,1.0000
11,0.0000
12,1.0000
13,0.0000
14,0.1429
15,0.5000
16,0.0000
17,0.0000
18,1.0000
19,0.0000
2,0.0000
20,0.0000
21,0.2000
22,0.0000
23,0.0000
24,0.0000
25,0.1250
26,0.1429
27,1.0000
28,0.5000
29,0.3333
3,0.5000
30,0.5000
31,0.0000
32,0.0000
33,0.5000
34,1.0000
35,1.0000
36,0.0000
37,1.0000
38,0.5000
39,0.1111
4,0.5000
40,0.0000
41,1.0000
42,0.0000
43,0.0000
44,0.0000
45,0.0000
46,1.0000
47,0.2500
48,0.1250
49,1.0000
5,1.0000
50,0.0000
51,0.0000
52,0.0000
53,1.0000
54,0.1250
55,1.0000
56,1.0000
57,1.0000
58,0.0000
59,0.0000
6,0.5000
60,1.0000
61,0.5000
62,0.2500
63,0.0000
64,0.1667
66,1.0000
67,0.2000
68,0.0000
69,0.0000
7,1.0000
70,1.0000
71,0.1111
72,0.0000
73,0.1667
74,0.0000
75,0.0000
76,0.0000
77,1.0000
78,0.3333
79,0.5000
8,0.0000
80,0.1667
81,0.0000
82,0.0000
83,0.0000
84,1.0000
85,0.1250
86,0.5000
87,1.0000
88,0.0000
89,1.0000
9,0.2500
90,0.0000
91,0.5000
92,0.2500
93,1.0000
94,1.0000
95,1.0000
96,0.0000
97,0.0000
98,0.0000
99,1.0000
