q-num, P_1, P_5, map
1,0.0000,0.0000,0.0000
10,1.0000,0.4000,0.5000
100,1.0000,0.2000,0.3333
11,0.0000,0.0000,0.0000
12,1.0000,0.4000,0.1852
13,0.0000,0.2000,0.1111
14,0.0000,0.0000,0.0000
15,1.0000,0.4000,0.6667
16,0.0000,0.2000,0.0833
17,0.0000,0.0000,0.0000
18,1.0000,0.2000,0.2000
19,0.0000,0.2000,0.2500
2,1.0000,0.6000,0.2519
20,0.0000,0.0000,0.0000
21,1.0000,0.4000,0.2222
22,0.0000,0.0000,0.0000
23,1.0000,0.8000,0.3077
24,0.0000,0.0000,0.0000
25,1.0000,0.4000,0.1538
26,1.0000,0.2000,0.5000
27,1.0000,0.6000,0.6000
28,1.0000,0.6000,0.4583
29,0.0000,0.2000,0.0833
3,1.0000,0.8000,0.2298
30,0.0000,0.4000,0.0917
31,0.0000,0.2000,0.1667
32,1.0000,0.6000,0.1447
33,0.0000,0.6000,0.4792
34,1.0000,0.8000,0.9500
35,1.0000,0.2000,0.0400
36,0.0000,0.0000,0.0000
37,0.0000,0.2000,0.1250
38,1.0000,0.8000,0.5000
39,1.0000,0.2000,0.5000
4,1.0000,1.0000,0.2381
40,0.0000,0.0000,0.0000
41,1.0000,0.6000,0.2000
42,1.0000,0.8000,0.3227
43,1.0000,0.4000,0.2333
44,0.0000,0.0000,0.0000
45,1.0000,0.8000,0.1481
46,1.0000,1.0000,0.4167
47,1.0000,0.4000,1.0000
48,1.0000,0.2000,0.2500
49,0.0000,0.0000,0.0000
5,0.0000,0.0000,0.0000
50,0.0000,0.0000,0.0000
51,0.0000,0.0000,0.0000
52,1.0000,0.6000,0.2500
53,0.0000,0.2000,0.0500
54,0.0000,0.2000,0.0417
55,1.0000,0.6000,0.5000
56,1.0000,0.6000,0.5200
57,0.0000,0.2000,0.0222
58,0.0000,0.0000,0.0000
59,1.0000,0.8000,0.2731
6,0.0000,0.0000,0.0000
60,0.0000,0.4000,0.0591
61,1.0000,0.4000,0.2333
62,0.0000,0.0000,0.0000
63,0.0000,0.0000,0.0000
64,1.0000,0.2000,0.3333
65,1.0000,0.2000,0.5000
66,1.0000,0.6000,0.6875
67,1.0000,0.4000,0.3333
68,1.0000,0.4000,0.5000
69,0.0000,0.2000,0.0200
7,1.0000,0.4000,0.4167
70,1.0000,0.4000,0.2500
71,1.0000,0.6000,0.2833
72,1.0000,0.8000,0.2000
73,0.0000,0.0000,0.0000
74,1.0000,0.8000,0.4000
75,0.0000,0.0000,0.0000
76,0.0000,0.0000,0.0000
77,0.0000,0.4000,0.0714
78,0.0000,0.4000,0.0769
79,1.0000,0.8000,0.6667
8,0.0000,0.0000,0.0000
80,1.0000,0.6000,0.1857
81,1.0000,0.2000,0.2000
82,0.0000,0.0000,0.0000
83,1.0000,0.2000,0.0500
84,1.0000,0.6000,0.3714
85,0.0000,0.6000,0.2738
86,1.0000,1.0000,0.6250
87,0.0000,0.0000,0.0000
88,0.0000,0.4000,0.0833
89,1.0000,0.8000,0.6667
9,1.0000,0.6000,0.2143
90,0.0000,0.2000,0.0303
91,1.0000,0.8000,0.1739
92,1.0000,0.2000,0.3333
93,0.0000,0.8000,0.3019
94,1.0000,1.0000,0.2778
95,1.0000,0.6000,0.9167
96,0.0000,0.8000,0.1698
97,1.0000,0.4000,0.6667
98,0.0000,0.0000,0.0000
99,1.0000,0.4000,1.0000
