q-num, P_1, P_5, map
1,1.0000,0.8000,0.2500
100,0.0000,0.0000,0.0000
11,0.0000,0.0000,0.0000
12,0.0000,0.2000,0.0556
13,0.0000,0.0000,0.0000
14,0.0000,0.0000,0.0000
15,0.0000,0.2000,0.0667
16,0.0000,0.4000,0.2917
17,0.0000,0.2000,0.0625
2,1.0000,0.4000,0.2222
20,0.0000,0.6000,0.3583
21,1.0000,0.6000,0.3056
22,0.0000,0.0000,0.0000
23,1.0000,0.8000,0.3077
24,1.0000,0.2000,0.5000
25,1.0000,0.8000,0.3077
26,0.0000,0.0000,0.0000
27,1.0000,0.6000,0.6000
28,1.0000,0.6000,0.4583
29,1.0000,0.6000,0.6042
3,1.0000,1.0000,0.3571
30,1.0000,0.2000,0.1250
31,1.0000,0.4000,0.4667
32,1.0000,0.2000,0.0526
35,1.0000,0.8000,0.1600
36,1.0000,0.8000,0.1868
38,1.0000,0.8000,0.4750
39,0.0000,0.2000,0.1667
4,1.0000,1.0000,0.2381
40,1.0000,0.8000,0.2536
41,1.0000,1.0000,0.3333
42,0.0000,0.0000,0.0000
43,1.0000,0.2000,0.1667
44,0.0000,0.2000,0.0833
45,1.0000,1.0000,0.1852
46,1.0000,1.0000,0.4167
47,0.0000,0.0000,0.0000
48,0.0000,0.2000,0.0500
49,1.0000,1.0000,0.5556
5,0.0000,0.0000,0.0000
50,0.0000,0.2000,0.1000
51,1.0000,1.0000,0.5000
52,1.0000,1.0000,0.4167
53,0.0000,0.2000,0.0333
54,0.0000,0.2000,0.0833
55,1.0000,0.6000,0.5000
57,0.0000,0.4000,0.0667
58,1.0000,0.2000,0.1000
59,1.0000,0.4000,0.1154
60,1.0000,0.8000,0.3636
61,1.0000,0.8000,0.6667
63,1.0000,1.0000,0.3571
67,1.0000,0.4000,0.3333
69,1.0000,0.8000,0.3217
7,0.0000,0.4000,0.2083
70,1.0000,0.8000,0.4437
71,1.0000,0.4000,0.2500
72,1.0000,1.0000,0.2632
73,1.0000,0.8000,0.4437
74,1.0000,1.0000,0.5000
75,0.0000,0.0000,0.0000
77,0.0000,0.6000,0.1262
78,1.0000,0.6000,0.1859
79,1.0000,0.8000,0.5917
8,0.0000,0.2000,0.0625
80,0.0000,0.0000,0.0000
82,1.0000,0.6000,0.6500
83,1.0000,1.0000,0.2500
85,1.0000,0.8000,0.5071
86,0.0000,0.6000,0.2396
87,1.0000,0.6000,0.1429
88,1.0000,0.4000,0.2000
89,1.0000,0.4000,0.3333
9,1.0000,0.8000,0.2857
90,1.0000,0.6000,0.2500
91,1.0000,1.0000,0.2174
92,1.0000,0.2000,0.3333
94,1.0000,1.0000,0.2778
96,1.0000,1.0000,0.3125
97,1.0000,0.4000,0.5556
98,0.0000,0.0000,0.0000
99,1.0000,0.2000,0.5000
